Metric,AutoGluon,XGBoost,CatBoost,Winner
MAE,0.3958550664604221,0.4990552803238971,0.2942595421441618,CatBoost
RMSE,1.2579596193846234,1.9164593191942807,1.0521239316964832,CatBoost
MAPE,0.005696043519879415,0.012674414123189742,0.015177907622306109,AutoGluon
MASE,0.6775072286242282,14.758254371599403,8.701956166890723,AutoGluon
SMAPE,0.2272131853645666,23.068799000700658,23.29406055990686,AutoGluon
